ID caso,Año de los casos,Rango de edad de la víctima,Departamento,Mes,Tipo de violencia,Acciones preventivas,Autoidentificadores étnicos,Centro utilizado,Denuncia realizada,Estado de la denuncia
2456,2021,45-54,Tumbes,Octubre,Agresión sexual,Campañas de sensibilización,Quechua,Centro de Salud,No,-
2457,2023,45-54,Ayacucho,Octubre,Violencia de género,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
2458,2021,0-5,Puno,Agosto,Agresión sexual,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
2459,2019,25-34,Apurimac,Diciembre,Violencia familiar,Talleres de prevención,Quechua,Comisaria,Sí,En investigación
2460,2019,35-44,Ayacucho,Diciembre,Violencia de género,Atención psicológica,Blanco,Centro de Salud,No,-
2461,2020,0-5,Huanuco,Octubre,Violencia familiar,Talleres de prevención,Blanco,Comisaria,No,-
2462,2023,12-17,Arequipa,Enero,Agresión sexual,Campañas de sensibilización,Mestizo,Centro de Salud,Sí,En proceso
2463,2021,25-34,Lima,Septiembre,Agresión sexual,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,Pendiente
2464,2019,35-44,Puno,Enero,Violencia doméstica,Atención psicológica,Quechua,CEM,No,-
2465,2019,35-44,Ica,Marzo,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,CEM,No,-
2466,2020,18-24,Ayacucho,Mayo,Violencia familiar,Atención psicológica,Afrodescendiente,Comisaria,No,-
2467,2021,18-24,Pasco,Diciembre,Agresión sexual,Asesoramiento legal,Mestizo,Línea 100,Sí,Cerrada
2468,2019,18-24,Huanuco,Febrero,Violencia doméstica,Campañas de sensibilización,Mestizo,Comisaria,Sí,En proceso
2469,2020,6-11,Tacna,Julio,Violencia de género,Atención psicológica,Blanco,Centro de Salud,Sí,Cerrada
2470,2019,12-17,Apurimac,Septiembre,Violencia familiar,Programas de educación indígena,Quechua,Línea 100,No,-
2471,2021,6-11,Madre de Dios,Julio,Agresión sexual,Asesoramiento legal,Afrodescendiente,Línea 100,Sí,En proceso
2472,2023,6-11,Amazonas,Enero,Violencia de pareja,Programas de educación indígena,Mestizo,Línea 100,Sí,Cerrada
2473,2019,6-11,Amazonas,Diciembre,Violencia de pareja,Asesoramiento legal,Indígena amazónico,Centro de Salud,No,-
2474,2018,35-44,Ayacucho,Octubre,Violencia de pareja,Atención psicológica,Indígena amazónico,CEM,No,-
2475,2023,55 o más,Junín,Enero,Violencia de género,Campañas de sensibilización,Blanco,CEM,Sí,En investigación
2476,2021,18-24,Tacna,Junio,Violencia de pareja,Asesoramiento legal,Blanco,Línea 100,No,-
2477,2022,0-5,Amazonas,Enero,Violencia de pareja,Atención psicológica,Indígena amazónico,Centro de Salud,No,-
2478,2022,6-11,Puno,Enero,Violencia de pareja,Campañas de sensibilización,Quechua,CEM,Sí,En proceso
2479,2020,55 o más,Puno,Agosto,Violencia de pareja,Atención psicológica,Blanco,Comisaria,No,-
2480,2018,25-34,Tumbes,Julio,Agresión sexual,Programas de educación indígena,Blanco,Comisaria,No,-
2481,2020,45-54,Cajamarca,Agosto,Violencia familiar,Campañas de sensibilización,Quechua,Comisaria,No,-
2482,2022,18-24,Amazonas,Diciembre,Violencia de género,Atención psicológica,Afrodescendiente,Centro de Salud,Sí,Cerrada
2483,2023,25-34,Huancavelica,Mayo,Violencia de género,Atención psicológica,Quechua,Centro de Salud,Sí,En investigación
2484,2018,0-5,Moquegua,Enero,Violencia de pareja,Asesoramiento legal,Mestizo,Centro de Salud,Sí,Cerrada
2485,2018,6-11,Piura,Julio,Violencia de pareja,Asesoramiento legal,Blanco,Centro de Salud,No,-
2486,2018,45-54,Callao,Octubre,Violencia familiar,Programas de educación indígena,Mestizo,CEM,No,-
2487,2021,0-5,Pasco,Abril,Violencia doméstica,Talleres de prevención,Mestizo,Comisaria,Sí,Cerrada
2488,2022,55 o más,Tacna,Junio,Violencia de pareja,Talleres de prevención,Blanco,Centro de Salud,Sí,En investigación
2489,2022,35-44,Ica,Febrero,Agresión sexual,Asesoramiento legal,Mestizo,Comisaria,No,-
2490,2020,35-44,Pasco,Marzo,Violencia familiar,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,En proceso
2491,2021,12-17,Arequipa,Marzo,Agresión sexual,Talleres de prevención,Blanco,Línea 100,No,-
2492,2021,25-34,La Libertad,Julio,Violencia familiar,Talleres de prevención,Afrodescendiente,Línea 100,Sí,En proceso
2493,2018,35-44,San Martín,Junio,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
2494,2020,25-34,Callao,Noviembre,Violencia doméstica,Atención psicológica,Mestizo,CEM,No,-
2495,2023,35-44,Ancash,Abril,Violencia de pareja,Atención psicológica,Afrodescendiente,Línea 100,Sí,En proceso
2496,2020,35-44,Tumbes,Diciembre,Violencia de pareja,Talleres de prevención,Afrodescendiente,Comisaria,No,-
2497,2019,25-34,Callao,Marzo,Violencia doméstica,Talleres de prevención,Afrodescendiente,CEM,No,-
2498,2023,25-34,Pasco,Diciembre,Violencia de género,Campañas de sensibilización,Indígena amazónico,Centro de Salud,Sí,En investigación
2499,2018,12-17,Cusco,Febrero,Violencia de género,Programas de educación indígena,Afrodescendiente,CEM,No,-
2500,2023,25-34,Madre de Dios,Agosto,Violencia de pareja,Programas de educación indígena,Afrodescendiente,CEM,Sí,En investigación
2501,2019,18-24,Junín,Noviembre,Violencia de género,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Pendiente
2502,2021,45-54,Piura,Mayo,Agresión sexual,Campañas de sensibilización,Blanco,CEM,No,-
2503,2018,35-44,Loreto,Enero,Violencia familiar,Programas de educación indígena,Indígena amazónico,CEM,Sí,En investigación
2504,2022,12-17,Ica,Septiembre,Violencia de género,Programas de educación indígena,Blanco,Centro de Salud,Sí,En proceso
2505,2018,0-5,Piura,Diciembre,Violencia de género,Asesoramiento legal,Indígena amazónico,CEM,Sí,En proceso
2506,2020,6-11,Callao,Enero,Violencia de pareja,Programas de educación indígena,Blanco,Centro de Salud,No,-
2507,2019,35-44,San Martín,Enero,Violencia doméstica,Atención psicológica,Blanco,Centro de Salud,Sí,Cerrada
2508,2023,6-11,Junín,Octubre,Violencia de género,Asesoramiento legal,Mestizo,Comisaria,Sí,Pendiente
2509,2023,45-54,Callao,Julio,Violencia de pareja,Talleres de prevención,Indígena amazónico,Centro de Salud,Sí,Cerrada
2510,2023,55 o más,Tacna,Octubre,Violencia familiar,Programas de educación indígena,Mestizo,Comisaria,Sí,En proceso
2511,2022,25-34,Ucayali,Agosto,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Centro de Salud,Sí,Pendiente
2512,2021,12-17,Apurimac,Agosto,Agresión sexual,Talleres de prevención,Mestizo,Comisaria,No,-
2513,2023,6-11,Arequipa,Mayo,Violencia doméstica,Programas de educación indígena,Afrodescendiente,CEM,Sí,En proceso
2514,2018,0-5,Puno,Agosto,Violencia doméstica,Talleres de prevención,Blanco,Centro de Salud,Sí,Cerrada
2515,2018,18-24,Puno,Agosto,Violencia familiar,Atención psicológica,Quechua,CEM,Sí,Cerrada
2516,2022,12-17,Junín,Diciembre,Violencia doméstica,Programas de educación indígena,Quechua,Comisaria,Sí,En investigación
2517,2020,18-24,Cusco,Enero,Violencia doméstica,Atención psicológica,Mestizo,Centro de Salud,Sí,Pendiente
2518,2018,12-17,Callao,Junio,Violencia de pareja,Atención psicológica,Indígena amazónico,Línea 100,Sí,Pendiente
2519,2020,55 o más,Huanuco,Julio,Violencia familiar,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
2520,2019,6-11,Piura,Julio,Violencia de género,Campañas de sensibilización,Afrodescendiente,CEM,Sí,Pendiente
2521,2018,35-44,Tacna,Septiembre,Violencia de género,Asesoramiento legal,Indígena amazónico,CEM,Sí,Pendiente
2522,2023,35-44,Lima,Febrero,Violencia de género,Programas de educación indígena,Indígena amazónico,Centro de Salud,No,-
2523,2020,6-11,Moquegua,Julio,Violencia familiar,Talleres de prevención,Afrodescendiente,Centro de Salud,Sí,En proceso
2524,2018,18-24,Amazonas,Diciembre,Agresión sexual,Campañas de sensibilización,Mestizo,CEM,Sí,En proceso
2525,2020,35-44,Callao,Marzo,Violencia familiar,Talleres de prevención,Afrodescendiente,Comisaria,No,-
2526,2021,45-54,San Martín,Marzo,Violencia de género,Campañas de sensibilización,Blanco,Comisaria,No,-
2527,2020,55 o más,Apurimac,Abril,Violencia de género,Talleres de prevención,Blanco,CEM,No,-
2528,2019,55 o más,Arequipa,Febrero,Violencia de pareja,Atención psicológica,Quechua,CEM,Sí,Cerrada
2529,2018,55 o más,Lima,Octubre,Agresión sexual,Atención psicológica,Indígena amazónico,Comisaria,No,-
2530,2019,35-44,Piura,Mayo,Violencia doméstica,Atención psicológica,Blanco,Centro de Salud,No,-
2531,2023,18-24,Moquegua,Abril,Violencia de género,Atención psicológica,Mestizo,Comisaria,Sí,Pendiente
2532,2021,0-5,Loreto,Marzo,Violencia de género,Atención psicológica,Blanco,CEM,Sí,Cerrada
2533,2022,18-24,Ancash,Octubre,Agresión sexual,Campañas de sensibilización,Indígena amazónico,Centro de Salud,Sí,Cerrada
2534,2021,45-54,Ancash,Noviembre,Violencia de pareja,Asesoramiento legal,Mestizo,Centro de Salud,No,-
2535,2022,12-17,Huanuco,Agosto,Agresión sexual,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
2536,2018,45-54,Tumbes,Mayo,Agresión sexual,Campañas de sensibilización,Afrodescendiente,CEM,Sí,Pendiente
2537,2018,35-44,Pasco,Agosto,Violencia doméstica,Asesoramiento legal,Indígena amazónico,Comisaria,Sí,En proceso
2538,2020,25-34,La Libertad,Junio,Violencia familiar,Asesoramiento legal,Mestizo,CEM,Sí,En proceso
2539,2020,55 o más,Ayacucho,Enero,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Comisaria,No,-
2540,2020,25-34,Puno,Agosto,Violencia familiar,Campañas de sensibilización,Indígena amazónico,CEM,Sí,En proceso
2541,2018,25-34,Ica,Octubre,Violencia de pareja,Programas de educación indígena,Quechua,Comisaria,Sí,Pendiente
2542,2019,55 o más,Huanuco,Agosto,Violencia doméstica,Campañas de sensibilización,Quechua,Centro de Salud,No,-
2543,2022,18-24,Amazonas,Marzo,Violencia de género,Talleres de prevención,Indígena amazónico,Centro de Salud,Sí,En proceso
2544,2018,45-54,Amazonas,Julio,Violencia doméstica,Talleres de prevención,Indígena amazónico,Comisaria,Sí,Cerrada
2545,2023,18-24,Ica,Marzo,Agresión sexual,Campañas de sensibilización,Mestizo,Comisaria,Sí,Pendiente
2546,2020,12-17,Huancavelica,Agosto,Violencia familiar,Asesoramiento legal,Afrodescendiente,CEM,No,-
2547,2018,45-54,Huancavelica,Marzo,Violencia doméstica,Atención psicológica,Indígena amazónico,Línea 100,No,-
2548,2022,35-44,Huanuco,Noviembre,Violencia doméstica,Atención psicológica,Indígena amazónico,CEM,Sí,Pendiente
2549,2020,45-54,Lima,Febrero,Agresión sexual,Atención psicológica,Blanco,Comisaria,Sí,En proceso
2550,2020,0-5,Tumbes,Febrero,Violencia de pareja,Asesoramiento legal,Quechua,Comisaria,No,-
2551,2018,18-24,Pasco,Febrero,Agresión sexual,Programas de educación indígena,Indígena amazónico,CEM,No,-
2552,2019,0-5,Junín,Octubre,Violencia de pareja,Asesoramiento legal,Quechua,CEM,Sí,Cerrada
2553,2018,35-44,Ucayali,Noviembre,Violencia doméstica,Atención psicológica,Blanco,Comisaria,No,-
2554,2020,55 o más,Piura,Mayo,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Centro de Salud,No,-
2555,2022,0-5,Piura,Abril,Violencia de pareja,Atención psicológica,Indígena amazónico,CEM,No,-
2556,2023,6-11,Junín,Diciembre,Violencia familiar,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
2557,2021,55 o más,Ancash,Octubre,Agresión sexual,Campañas de sensibilización,Indígena amazónico,Comisaria,Sí,En proceso
2558,2019,55 o más,Lambayeque,Abril,Violencia de género,Campañas de sensibilización,Quechua,Centro de Salud,Sí,En investigación
2559,2019,35-44,San Martín,Diciembre,Violencia de pareja,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Cerrada
2560,2018,45-54,Cusco,Octubre,Agresión sexual,Atención psicológica,Blanco,CEM,Sí,Cerrada
2561,2023,55 o más,Ica,Octubre,Violencia de pareja,Campañas de sensibilización,Quechua,CEM,Sí,En investigación
2562,2018,12-17,Cusco,Septiembre,Agresión sexual,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
2563,2019,6-11,Callao,Septiembre,Agresión sexual,Programas de educación indígena,Blanco,CEM,Sí,Pendiente
2564,2023,18-24,Ayacucho,Enero,Violencia de género,Programas de educación indígena,Afrodescendiente,Centro de Salud,No,-
2565,2023,0-5,Ancash,Septiembre,Violencia de género,Campañas de sensibilización,Indígena amazónico,CEM,No,-
2566,2022,45-54,Puno,Septiembre,Violencia familiar,Programas de educación indígena,Mestizo,Comisaria,Sí,En proceso
2567,2022,55 o más,Apurimac,Marzo,Violencia de pareja,Asesoramiento legal,Indígena amazónico,CEM,No,-
2568,2018,55 o más,Puno,Febrero,Violencia de género,Campañas de sensibilización,Indígena amazónico,Centro de Salud,Sí,En proceso
2569,2021,18-24,Piura,Septiembre,Violencia doméstica,Atención psicológica,Blanco,Comisaria,Sí,Pendiente
2570,2022,18-24,Huanuco,Agosto,Agresión sexual,Programas de educación indígena,Quechua,Centro de Salud,No,-
2571,2022,45-54,Ica,Marzo,Agresión sexual,Atención psicológica,Indígena amazónico,CEM,No,-
2572,2019,0-5,Tacna,Agosto,Violencia de pareja,Atención psicológica,Afrodescendiente,CEM,Sí,En investigación
2573,2019,6-11,Cusco,Febrero,Violencia doméstica,Atención psicológica,Indígena amazónico,CEM,Sí,En investigación
2574,2022,35-44,Ancash,Noviembre,Violencia de género,Campañas de sensibilización,Mestizo,Comisaria,No,-
2575,2019,35-44,Loreto,Julio,Violencia familiar,Campañas de sensibilización,Quechua,CEM,No,-
2576,2020,6-11,San Martín,Agosto,Agresión sexual,Asesoramiento legal,Quechua,Línea 100,No,-
2577,2023,25-34,Huanuco,Septiembre,Violencia doméstica,Atención psicológica,Mestizo,Comisaria,Sí,En proceso
2578,2019,6-11,Ayacucho,Enero,Violencia familiar,Campañas de sensibilización,Indígena amazónico,CEM,Sí,En proceso
2579,2021,12-17,Cajamarca,Febrero,Violencia doméstica,Atención psicológica,Mestizo,Línea 100,No,-
2580,2019,25-34,Amazonas,Abril,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Centro de Salud,Sí,En proceso
2581,2021,45-54,Puno,Febrero,Violencia doméstica,Campañas de sensibilización,Mestizo,Comisaria,Sí,Pendiente
2582,2019,35-44,Callao,Enero,Violencia doméstica,Campañas de sensibilización,Quechua,Centro de Salud,Sí,Pendiente
2583,2023,25-34,Tacna,Agosto,Violencia de pareja,Programas de educación indígena,Quechua,CEM,No,-
2584,2020,25-34,La Libertad,Septiembre,Violencia de pareja,Talleres de prevención,Afrodescendiente,Comisaria,No,-
2585,2021,45-54,Junín,Octubre,Violencia de género,Campañas de sensibilización,Quechua,Comisaria,Sí,En investigación
2586,2022,6-11,Moquegua,Enero,Violencia de pareja,Talleres de prevención,Mestizo,Centro de Salud,Sí,Pendiente
2587,2019,6-11,Ica,Octubre,Violencia familiar,Programas de educación indígena,Quechua,Centro de Salud,No,-
2588,2020,35-44,Piura,Enero,Violencia familiar,Talleres de prevención,Afrodescendiente,CEM,No,-
2589,2019,55 o más,Callao,Octubre,Violencia de género,Asesoramiento legal,Afrodescendiente,CEM,No,-
2590,2021,18-24,Apurimac,Octubre,Violencia familiar,Programas de educación indígena,Indígena amazónico,Línea 100,Sí,En investigación
2591,2019,45-54,Ancash,Enero,Agresión sexual,Campañas de sensibilización,Quechua,Comisaria,Sí,Cerrada
2592,2020,0-5,Apurimac,Junio,Violencia de pareja,Talleres de prevención,Mestizo,CEM,Sí,Cerrada
2593,2022,55 o más,Puno,Diciembre,Agresión sexual,Talleres de prevención,Blanco,Centro de Salud,No,-
2594,2019,35-44,Cusco,Mayo,Violencia de pareja,Asesoramiento legal,Mestizo,Línea 100,No,-
2595,2018,45-54,Arequipa,Marzo,Violencia doméstica,Campañas de sensibilización,Blanco,Línea 100,No,-
2596,2020,0-5,San Martín,Septiembre,Violencia familiar,Talleres de prevención,Quechua,Comisaria,No,-
2597,2021,6-11,Huancavelica,Noviembre,Agresión sexual,Programas de educación indígena,Blanco,Línea 100,No,-
2598,2023,25-34,Callao,Febrero,Agresión sexual,Asesoramiento legal,Afrodescendiente,Línea 100,Sí,En investigación
2599,2019,25-34,Lambayeque,Octubre,Violencia familiar,Programas de educación indígena,Indígena amazónico,Línea 100,Sí,Cerrada
2600,2018,25-34,Arequipa,Agosto,Violencia familiar,Programas de educación indígena,Blanco,Centro de Salud,No,-
2601,2022,35-44,Huancavelica,Octubre,Violencia doméstica,Campañas de sensibilización,Quechua,Línea 100,Sí,En proceso
2602,2023,0-5,Callao,Agosto,Agresión sexual,Campañas de sensibilización,Blanco,Centro de Salud,Sí,Cerrada
2603,2023,55 o más,Amazonas,Mayo,Agresión sexual,Campañas de sensibilización,Blanco,Centro de Salud,No,-
2604,2023,6-11,Amazonas,Noviembre,Violencia de pareja,Atención psicológica,Indígena amazónico,Línea 100,No,-
2605,2023,6-11,Junín,Octubre,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Línea 100,Sí,En investigación
2606,2019,18-24,Ancash,Enero,Agresión sexual,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,En investigación
2607,2023,6-11,Pasco,Noviembre,Violencia de género,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
2608,2021,18-24,Apurimac,Agosto,Violencia de pareja,Talleres de prevención,Quechua,Comisaria,No,-
2609,2019,45-54,Cusco,Marzo,Violencia de pareja,Talleres de prevención,Quechua,CEM,Sí,En investigación
2610,2023,18-24,Ayacucho,Julio,Violencia de género,Atención psicológica,Blanco,Línea 100,No,-
2611,2019,25-34,Junín,Septiembre,Agresión sexual,Talleres de prevención,Blanco,Línea 100,Sí,En proceso
2612,2023,0-5,Moquegua,Octubre,Agresión sexual,Asesoramiento legal,Blanco,CEM,Sí,En proceso
2613,2023,45-54,Cajamarca,Mayo,Violencia familiar,Programas de educación indígena,Afrodescendiente,Línea 100,No,-
2614,2020,55 o más,Piura,Abril,Violencia familiar,Campañas de sensibilización,Indígena amazónico,Centro de Salud,Sí,Pendiente
2615,2019,18-24,Huanuco,Febrero,Violencia de género,Atención psicológica,Mestizo,Comisaria,No,-
2616,2019,0-5,La Libertad,Abril,Violencia de género,Programas de educación indígena,Afrodescendiente,Comisaria,No,-
2617,2020,0-5,La Libertad,Agosto,Violencia doméstica,Campañas de sensibilización,Mestizo,Línea 100,Sí,Cerrada
2618,2020,35-44,Cajamarca,Agosto,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,En proceso
2619,2018,55 o más,Amazonas,Mayo,Violencia de pareja,Campañas de sensibilización,Quechua,CEM,No,-
2620,2021,45-54,Cajamarca,Marzo,Violencia familiar,Atención psicológica,Blanco,Centro de Salud,No,-
2621,2023,0-5,Ayacucho,Diciembre,Violencia doméstica,Programas de educación indígena,Quechua,Comisaria,No,-
2622,2023,45-54,Lima,Noviembre,Violencia de género,Talleres de prevención,Blanco,Línea 100,Sí,En proceso
2623,2020,6-11,Amazonas,Junio,Violencia familiar,Asesoramiento legal,Quechua,Línea 100,Sí,En investigación
2624,2023,45-54,Huancavelica,Marzo,Agresión sexual,Atención psicológica,Blanco,Comisaria,Sí,Cerrada
2625,2023,0-5,Cajamarca,Enero,Violencia de pareja,Atención psicológica,Blanco,Comisaria,Sí,Pendiente
2626,2023,25-34,Ica,Agosto,Violencia de género,Campañas de sensibilización,Indígena amazónico,Comisaria,Sí,Cerrada
2627,2022,18-24,La Libertad,Julio,Violencia doméstica,Talleres de prevención,Quechua,CEM,Sí,En investigación
2628,2023,6-11,Ayacucho,Julio,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Centro de Salud,Sí,En proceso
2629,2020,6-11,Pasco,Julio,Agresión sexual,Programas de educación indígena,Quechua,CEM,No,-
2630,2021,35-44,Arequipa,Agosto,Violencia familiar,Programas de educación indígena,Blanco,CEM,Sí,En proceso
2631,2023,35-44,Pasco,Julio,Violencia de pareja,Campañas de sensibilización,Blanco,CEM,Sí,En investigación
2632,2019,25-34,Pasco,Octubre,Violencia doméstica,Atención psicológica,Quechua,Comisaria,Sí,En investigación
2633,2018,12-17,Apurimac,Junio,Violencia de pareja,Campañas de sensibilización,Blanco,Comisaria,No,-
2634,2021,35-44,Cajamarca,Agosto,Violencia doméstica,Atención psicológica,Indígena amazónico,CEM,No,-
2635,2018,12-17,Junín,Enero,Agresión sexual,Programas de educación indígena,Mestizo,Comisaria,Sí,En proceso
2636,2019,55 o más,Ancash,Julio,Agresión sexual,Campañas de sensibilización,Blanco,Centro de Salud,Sí,En proceso
2637,2021,25-34,Pasco,Diciembre,Violencia familiar,Atención psicológica,Blanco,Línea 100,No,-
2638,2022,55 o más,Loreto,Enero,Violencia familiar,Talleres de prevención,Mestizo,Centro de Salud,No,-
2639,2020,6-11,Ucayali,Febrero,Violencia doméstica,Talleres de prevención,Mestizo,Centro de Salud,No,-
2640,2022,55 o más,Callao,Julio,Violencia de pareja,Campañas de sensibilización,Indígena amazónico,Centro de Salud,Sí,En investigación
2641,2020,55 o más,Arequipa,Febrero,Violencia doméstica,Atención psicológica,Afrodescendiente,Comisaria,No,-
2642,2020,18-24,Callao,Noviembre,Agresión sexual,Talleres de prevención,Indígena amazónico,Línea 100,Sí,Pendiente
2643,2019,6-11,Ucayali,Enero,Agresión sexual,Campañas de sensibilización,Mestizo,CEM,No,-
2644,2022,6-11,Cusco,Junio,Violencia de pareja,Programas de educación indígena,Blanco,Comisaria,Sí,En proceso
2645,2023,12-17,Tumbes,Marzo,Violencia doméstica,Atención psicológica,Afrodescendiente,Comisaria,Sí,Cerrada
2646,2022,6-11,Huancavelica,Diciembre,Violencia de pareja,Atención psicológica,Blanco,Comisaria,No,-
2647,2019,6-11,Huancavelica,Junio,Violencia familiar,Asesoramiento legal,Quechua,Línea 100,No,-
2648,2020,6-11,Tacna,Febrero,Agresión sexual,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,En proceso
2649,2023,45-54,Tumbes,Abril,Violencia familiar,Talleres de prevención,Mestizo,Comisaria,No,-
2650,2018,35-44,Moquegua,Marzo,Violencia familiar,Asesoramiento legal,Afrodescendiente,CEM,No,-
2651,2022,35-44,Moquegua,Noviembre,Violencia de género,Campañas de sensibilización,Mestizo,Comisaria,No,-
2652,2023,55 o más,Junín,Noviembre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,CEM,No,-
2653,2022,35-44,Madre de Dios,Abril,Violencia de género,Programas de educación indígena,Indígena amazónico,Centro de Salud,No,-
2654,2023,35-44,Piura,Abril,Violencia de pareja,Programas de educación indígena,Quechua,Línea 100,Sí,En proceso
2655,2022,12-17,Pasco,Septiembre,Violencia de pareja,Programas de educación indígena,Blanco,Comisaria,Sí,En investigación
2656,2023,35-44,Lima,Septiembre,Violencia doméstica,Asesoramiento legal,Blanco,Línea 100,Sí,En proceso
2657,2018,0-5,Ica,Junio,Violencia doméstica,Programas de educación indígena,Indígena amazónico,Línea 100,Sí,En proceso
2658,2023,0-5,Tumbes,Julio,Agresión sexual,Programas de educación indígena,Mestizo,Comisaria,No,-
2659,2018,12-17,Junín,Julio,Agresión sexual,Campañas de sensibilización,Indígena amazónico,Centro de Salud,No,-
2660,2020,0-5,Ancash,Diciembre,Agresión sexual,Talleres de prevención,Indígena amazónico,Comisaria,Sí,En proceso
2661,2023,12-17,Moquegua,Agosto,Violencia doméstica,Asesoramiento legal,Afrodescendiente,CEM,No,-
2662,2023,6-11,Ucayali,Mayo,Violencia de pareja,Atención psicológica,Mestizo,CEM,No,-
2663,2022,45-54,Lambayeque,Abril,Violencia de pareja,Atención psicológica,Afrodescendiente,Comisaria,No,-
2664,2018,18-24,Loreto,Julio,Violencia de género,Asesoramiento legal,Blanco,Línea 100,Sí,Cerrada
2665,2021,18-24,Puno,Febrero,Violencia de género,Campañas de sensibilización,Mestizo,Comisaria,Sí,En proceso
2666,2022,25-34,Ucayali,Junio,Agresión sexual,Talleres de prevención,Quechua,Comisaria,No,-
2667,2019,25-34,Lambayeque,Noviembre,Agresión sexual,Programas de educación indígena,Quechua,Centro de Salud,Sí,Cerrada
2668,2023,25-34,Arequipa,Enero,Violencia de género,Asesoramiento legal,Indígena amazónico,Comisaria,Sí,En investigación
2669,2018,45-54,Ayacucho,Noviembre,Agresión sexual,Programas de educación indígena,Afrodescendiente,CEM,Sí,Cerrada
2670,2019,18-24,Arequipa,Enero,Violencia familiar,Programas de educación indígena,Mestizo,Línea 100,Sí,Cerrada
2671,2022,18-24,Moquegua,Diciembre,Violencia de pareja,Atención psicológica,Indígena amazónico,Línea 100,No,-
2672,2021,18-24,Cajamarca,Mayo,Agresión sexual,Campañas de sensibilización,Blanco,CEM,No,-
2673,2020,35-44,Ayacucho,Junio,Violencia de pareja,Talleres de prevención,Quechua,Línea 100,No,-
2674,2019,12-17,Cusco,Octubre,Violencia familiar,Talleres de prevención,Quechua,Línea 100,No,-
2675,2020,6-11,Huancavelica,Abril,Agresión sexual,Programas de educación indígena,Indígena amazónico,CEM,Sí,En investigación
2676,2021,55 o más,Apurimac,Septiembre,Violencia de género,Campañas de sensibilización,Indígena amazónico,CEM,No,-
2677,2023,35-44,Pasco,Abril,Violencia doméstica,Asesoramiento legal,Blanco,Línea 100,Sí,Pendiente
2678,2020,35-44,Tumbes,Octubre,Violencia de género,Programas de educación indígena,Quechua,Centro de Salud,Sí,Cerrada
2679,2021,35-44,Apurimac,Agosto,Violencia familiar,Talleres de prevención,Quechua,Centro de Salud,Sí,En proceso
2680,2022,35-44,Puno,Diciembre,Agresión sexual,Campañas de sensibilización,Quechua,CEM,Sí,Pendiente
2681,2022,35-44,Cajamarca,Octubre,Violencia familiar,Programas de educación indígena,Blanco,Centro de Salud,No,-
2682,2020,35-44,Ancash,Diciembre,Violencia de pareja,Talleres de prevención,Blanco,CEM,Sí,En investigación
2683,2022,45-54,La Libertad,Marzo,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Línea 100,No,-
2684,2020,12-17,Madre de Dios,Septiembre,Violencia de pareja,Programas de educación indígena,Indígena amazónico,Línea 100,Sí,Pendiente
2685,2020,0-5,Ancash,Enero,Violencia familiar,Asesoramiento legal,Blanco,CEM,Sí,En proceso
2686,2023,35-44,Cajamarca,Julio,Agresión sexual,Atención psicológica,Quechua,Comisaria,Sí,Pendiente
2687,2023,0-5,Puno,Enero,Violencia doméstica,Atención psicológica,Afrodescendiente,Comisaria,Sí,Pendiente
2688,2020,12-17,Tumbes,Julio,Violencia de pareja,Talleres de prevención,Mestizo,CEM,No,-
2689,2022,45-54,Ucayali,Noviembre,Violencia de pareja,Atención psicológica,Blanco,CEM,No,-
2690,2022,0-5,Tacna,Septiembre,Violencia de género,Atención psicológica,Mestizo,CEM,No,-
2691,2020,25-34,Lima,Diciembre,Violencia de género,Programas de educación indígena,Quechua,Centro de Salud,No,-
2692,2021,18-24,Huancavelica,Abril,Agresión sexual,Campañas de sensibilización,Quechua,Centro de Salud,No,-
2693,2022,12-17,Huancavelica,Octubre,Violencia de género,Campañas de sensibilización,Blanco,Centro de Salud,Sí,En investigación
2694,2018,55 o más,Piura,Febrero,Violencia de género,Talleres de prevención,Indígena amazónico,Comisaria,Sí,Pendiente
2695,2020,25-34,Ayacucho,Octubre,Violencia doméstica,Programas de educación indígena,Blanco,Comisaria,Sí,En proceso
